FID,CTLabel,BoroCode,BoroName,CT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,nyct2010.poly_area,nyct2010.pct_qbuf,nyct2010.prop,OBJECTID *,Field1,X,name,totalpop,popdensity,mpop,fpop,pov,hhold,hhold_income,noins,transportation,pct_m_vuln,pct_f_vuln,pct_age_vuln,pct_pov,pct_noins,rank_noins,rank_pov,rank_agevuln,rank_income,rank_commute,rank_popdensity,pct_emp,rank_emp,rank_sum,BoroName,trunctfips,BoroCT2010,Shape_Area,flag_pov,flag_noins,flag_agevuln,flag_commute,flag_popdensity,flag_emp,flag_pov_75,flag_noins_75,flag_agevuln_75,flag_commute_75,flag_popdensity_75,flag_emp_75,flag_sum,flag_sum_75,fipstemp *
1247,174.01,1,Manhattan,17401,E,MN33,East Harlem South,3804,4175.265672,1086638.954,0.038978,35.017181,1355.224283,1240,1240,1239,"Census Tract 174.01, New York County, New York",4330,111243.2,630,924,958,1966,20607,684,0,0.145497,0.213395,0.358891,0.487283825,0,68.604651,95,65.261628,95.881783,68.604651,93.362403,0.001825,94.670543,581.29845,Manhattan,61017401,1017401,1086638.954,1,0,0,0,1,1,1,0,0,0,1,1,3,3,1017401
1248,174.02,1,Manhattan,17402,E,MN33,East Harlem South,3804,3109.683614,547579.1802,0.019642,0.195338,5.00459,1241,1241,1240,"Census Tract 174.02, New York County, New York",2562,130801.3,270,311,281,855,45516,476,0,0.105386,0.12139,0.226776,0.328654971,0,79.602713,81,8.72093,63.032946,79.602713,96.899225,0.002336,98.110465,507.412791,Manhattan,61017402,1017402,547579.1802,0,0,0,0,1,1,1,1,0,1,1,1,2,5,1017402
1249,186,1,Manhattan,18600,E,MN11,Central Harlem South,3803,4621.740562,1311722.287,0.047052,0,0,1252,1252,1251,"Census Tract 186, New York County, New York",7245,154134.3,858,1390,853,2001,23044,986,0,0.118427,0.191856,0.310283,0.426286857,0,56.928295,91,34.205426,93.362403,56.928295,98.69186,0.001609,92.151163,523.304264,Manhattan,61018600,1018600,1311722.287,1,0,0,0,1,1,1,0,0,0,1,1,3,3,1018600
1250,385,2,Bronx,38500,E,BX01,Claremont-Bathgate,3705,7631.433262,2053030.266,0.073643,135.778099,4954.954002,274,274,273,"Census Tract 385, Bronx County, New York",5030,68214.7,833,991,859,1594,18578,1107,0,0.165606,0.197018,0.362624,0.538895859,0,89.292636,97,67.926357,97.577519,89.292636,74.806202,0.000727,57.703488,573.982558,Bronx,5038500,2038500,2053030.266,1,0,0,0,0,0,1,1,0,1,0,0,1,3,2038500
1251,237.02,2,Bronx,23702,E,BX05,Bedford Park-Fordham North,3706,3384.186862,515656.5223,0.018497,98.967395,1327.677783,166,166,165,"Census Tract 237.02, Bronx County, New York",1345,73228.1,220,179,142,334,28824,272,0,0.163569,0.133086,0.296654,0.425149701,0,85.077519,91,27.180233,87.839147,85.077519,78.294574,0.000896,69.815891,524.273256,Bronx,5023702,2023702,515656.5223,1,0,0,0,0,0,1,1,0,1,1,0,1,4,2023702
1252,253,2,Bronx,25300,E,BX30,Kingsbridge Heights,3706,5424.470087,1341945.215,0.048136,151.119412,5240.780373,183,183,182,"Census Tract 253, Bronx County, New York",5970,123134.4,925,1004,612,1831,30131,849,0,0.154941,0.168174,0.323116,0.334243583,0,60.319767,82,42.49031,85.901163,60.319767,95.542636,0.001522,90.988372,517.393411,Bronx,5025300,2025300,1341945.215,0,0,0,0,1,1,1,0,0,0,1,1,2,3,2025300
1253,429.01,2,Bronx,42901,E,BX43,Norwood,3706,6473.860266,1105150.731,0.039642,0,0,316,316,315,"Census Tract 429.01, Bronx County, New York",3777,95665.6,696,681,401,1171,37317,618,0,0.184273,0.180302,0.364575,0.342442357,0,71.317829,83,68.895349,77.083333,71.317829,88.275194,0.00121,83.76938,543.459302,Bronx,5042901,2042901,1105150.731,0,0,0,0,0,0,1,0,0,0,1,1,0,3,2042901
1254,215,1,Manhattan,21500,E,MN03,Central Harlem North-Polo Grounds,3803,5034.471081,750499.5371,0.026921,237.022255,3562.9998,1281,1281,1280,"Census Tract 215, New York County, New York",3563,132378.8,542,689,457,1293,33244,450,0,0.152119,0.193376,0.345495,0.353441609,0,50.968992,84,57.55814,82.122093,50.968992,96.996124,0.002199,97.48062,519.912791,Manhattan,61021500,1021500,750499.5371,0,0,0,0,1,1,1,0,0,0,1,1,2,3,1021500
1255,217.03,1,Manhattan,21703,I,MN06,Manhattanville,3802,9371.057781,3377609.427,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
1256,80,1,Manhattan,8000,I,MN20,Murray Hill-Kips Bay,3808,5682.153473,1855976.711,0.066574,489.90832,4921.000534,1139,1139,1138,"Census Tract 80, New York County, New York",4921,73833.3,587,973,475,3158,99821,202,0,0.119285,0.197724,0.317009,0.150411653,0,8.430233,38,38.420543,9.156977,8.430233,78.536822,0.001614,92.296512,273.062015,Manhattan,61008000,1008000,1855976.711,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1008000
1257,464,4,Queens,46400,I,QN06,Jamaica Estates-Holliswood,4106,9620.318121,2430135.785,0.087169,0,0,1624,1624,1623,"Census Tract 464, Queens County, New York",1644,17953.1,176,220,32,485,92303,147,0,0.107056,0.13382,0.240876,0.065979381,0,31.20155,7,10.852713,11.482558,31.20155,15.310078,0.000236,12.790698,119.622093,Queens,81046400,4046400,2430135.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046400
1258,1277,4,Queens,127700,I,QN06,Jamaica Estates-Holliswood,4106,14169.19894,11606255.98,0.416319,25.280129,861.803029,1925,1925,1924,"Census Tract 1277, Queens County, New York",3409,8278.7,863,846,76,1073,101133,145,0,0.253153,0.248167,0.50132,0.07082945,0,8.963178,8,98.158915,8.527132,8.963178,4.699612,0.000118,3.924419,141.472868,Queens,81127700,4127700,11606255.98,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4127700
1259,243,3,Brooklyn,24300,E,BK75,Bedford,4003,5291.716499,1661539.49,0.0596,0,0,527,527,526,"Census Tract 243, Kings County, New York",4236,71080.4,520,492,398,1771,54801,614,0,0.122757,0.116147,0.238905,0.22473179,0,61.870155,61,10.465116,48.837209,61.870155,76.937984,0.0011,79.844961,401.25969,Brooklyn,47024300,3024300,1661539.49,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3024300
1260,85,4,Queens,8500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,11148.21763,2943519.054,0.105585,7.892763,92.582479,1388,1388,1387,"Census Tract 85, Queens County, New York",1173,11126.6,199,286,57,331,32271,254,0,0.16965,0.243819,0.41347,0.172205438,0,88.71124,45,88.420543,82.994186,88.71124,7.218992,0.000153,5.910853,406.831395,Queens,81008500,4008500,2943519.054,0,0,0,0,0,0,0,1,1,1,0,0,0,3,4008500
1261,43,4,Queens,4300,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6406.510319,1840353.437,0.066014,7.850397,112.604653,1361,1361,1360,"Census Tract 43, Queens County, New York",2380,36087.3,554,462,542,1032,18088,371,0,0.232773,0.194118,0.426891,0.525193798,0,67.781008,97,91.666667,97.819767,67.781008,40.01938,0.000478,36.094961,498.110465,Queens,81004300,4004300,1840353.437,1,0,1,0,0,0,1,0,1,0,0,0,2,2,4004300
1262,251,3,Brooklyn,25100,E,BK75,Bedford,4003,5079.931019,1490422.82,0.053462,0,0,535,535,534,"Census Tract 251, Kings County, New York",3256,60892.9,640,363,559,1346,30603,324,0,0.19656,0.111486,0.308047,0.415304606,0,36.724806,90,32.848837,85.271318,36.724806,69.476744,0.001074,78.633721,429.215116,Brooklyn,47025100,3025100,1490422.82,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3025100
1263,265,3,Brooklyn,26500,E,BK75,Bedford,4003,5341.618067,1718284.147,0.061635,0,0,550,550,549,"Census Tract 265, Kings County, New York",3764,61079.1,569,675,544,1463,38558,376,0,0.151169,0.17933,0.330499,0.371838688,0,36.918605,86,47.48062,75.290698,36.918605,69.525194,0.000922,71.124031,423.207364,Brooklyn,47026500,3026500,1718284.147,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3026500
1264,373,2,Bronx,37300,E,BX17,East Tremont,3705,7219.742079,1864932.656,0.066896,148.753166,4596.532869,263,263,262,"Census Tract 373, Bronx County, New York",5096,76093.1,1055,929,548,1693,30365,855,0,0.207025,0.1823,0.389325,0.323685765,0,73.352713,81,81.056202,85.658915,73.352713,79.505814,0.001004,75.581395,549.127907,Bronx,5037300,2037300,1864932.656,0,0,0,0,0,0,1,0,1,0,1,1,0,4,2037300
1265,391,2,Bronx,39100,E,BX06,Belmont,3705,5889.796226,2213814.27,0.07941,219.981813,7201.000488,280,280,279,"Census Tract 391, Bronx County, New York",7201,90371,1264,1450,974,2347,24043,1481,0,0.175531,0.201361,0.376892,0.41499787,0,85.804264,89,75.581395,92.44186,85.804264,86.28876,0.001053,77.761628,593.120155,Bronx,5039100,2039100,2213814.27,0,0,0,0,0,0,1,1,1,1,1,1,0,6,2039100
1266,51,3,Brooklyn,5100,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,6004.498667,1950312.99,0.069958,0,0,371,371,370,"Census Tract 51, Kings County, New York",2181,31121.5,256,282,99,1019,87438,173,0,0.117377,0.129298,0.246676,0.097154073,0,25.532946,17,11.821705,14.437985,25.532946,34.011628,0.000709,56.395349,184.350775,Brooklyn,47005100,3005100,1950312.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005100
1267,1093,4,Queens,109300,I,QN46,Bayside-Bayside Hills,4104,18920.59848,11540422.15,0.413957,13.736951,454.969649,1885,1885,1884,"Census Tract 1093, Queens County, New York",3312,7642,700,734,57,1056,103409,254,0,0.211353,0.221618,0.432971,0.053977273,0,24.467054,4,92.635659,8.042636,24.467054,4.166667,0.000102,3.100775,161.337209,Queens,81109300,4109300,11540422.15,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4109300
1268,1097,4,Queens,109700,I,QN46,Bayside-Bayside Hills,4104,11304.51777,4751919.623,0.170452,0,0,1886,1886,1885,"Census Tract 1097, Queens County, New York",1678,9845.6,272,337,60,652,92222,70,0,0.162098,0.200834,0.362932,0.09202454,0,8.575581,15,68.023256,11.627907,8.575581,5.813953,0.000155,6.056202,123.78876,Queens,81109700,4109700,4751919.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109700
1269,69,1,Manhattan,6900,I,MN23,West Village,3810,7534.928943,2350820.979,0.084324,21.260344,570.629218,1128,1128,1127,"Census Tract 69, New York County, New York",2684,30897.1,272,251,73,1244,164773,123,0,0.101341,0.093517,0.194858,0.058681672,0,10.222868,5,5.087209,1.550388,10.222868,33.672481,0.000637,50.242248,116.327519,Manhattan,61006900,1006900,2350820.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006900
1270,75,1,Manhattan,7500,I,MN23,West Village,3810,7698.718069,1777784.911,0.06377,177.612649,3960.371966,1134,1134,1133,"Census Tract 75, New York County, New York",4554,65658.7,506,597,210,2592,112885,203,0,0.111111,0.131094,0.242205,0.081018519,0,9.496124,11,11.143411,5.135659,9.496124,73.158915,0.001257,85.174419,204.844961,Manhattan,61007500,1007500,1777784.911,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1007500
1271,88,1,Manhattan,8800,I,MN19,Turtle Bay-East Midtown,3808,5580.276716,1946103.253,0.069807,523.185832,6747.000727,1147,1147,1146,"Census Tract 88, New York County, New York",6747,96770.1,663,773,465,4474,94903,136,0,0.098266,0.114569,0.212835,0.10393384,0,2.51938,19,6.879845,10.465116,2.51938,88.662791,0.00187,95.155039,225.145349,Manhattan,61008800,1008800,1946103.253,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1008800
1272,90,1,Manhattan,9000,I,MN19,Turtle Bay-East Midtown,3808,5527.209827,1906164.213,0.068375,390.604342,7193.998908,1149,1149,1148,"Census Tract 90, New York County, New York",7194,104619.2,741,562,387,4216,122769,452,0,0.103003,0.078121,0.181123,0.091793169,0,17.829457,15,3.972868,3.827519,17.829457,91.424419,0.002071,96.608527,246.511628,Manhattan,61009000,1009000,1906164.213,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1009000
1273,682,4,Queens,68200,I,QN66,Laurelton,4105,7239.279514,2492489.857,0.089406,0,0,1763,1763,1762,"Census Tract 682, Queens County, New York",1259,14068.1,177,214,24,373,85625,130,0,0.140588,0.169976,0.310564,0.064343164,0,38.905039,6,34.302326,15.406977,38.905039,10.319767,0.000225,11.676357,156.007752,Queens,81068200,4068200,2492489.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068200
1274,31,1,Manhattan,3100,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,7779.856884,2207846.663,0.079196,265.888914,2700.999788,1092,1092,1091,"Census Tract 31, New York County, New York",2701,34032.7,142,151,92,753,164225,121,0,0.052573,0.055905,0.108478,0.122177955,0,9.689922,26,1.405039,1.598837,9.689922,37.693798,0.000616,48.546512,135.077519,Manhattan,61003100,1003100,2207846.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003100
1275,15.01,1,Manhattan,1501,I,MN25,Battery Park City-Lower Manhattan,3810,9130.698222,2814991.372,0.100973,252.061686,5909.326683,1075,1075,1074,"Census Tract 15.01, New York County, New York",6006,62610.6,654,991,662,3418,75769,220,0,0.108891,0.165002,0.273893,0.193680515,0,7.170543,52,18.653101,23.643411,7.170543,71.124031,0.001135,81.443798,261.627907,Manhattan,61001501,1001501,2814991.372,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1001501
1276,29,1,Manhattan,2900,E,MN27,Chinatown,3809,8980.464111,3012226.077,0.108048,318.693174,5841.000117,1089,1089,1088,"Census Tract 29, New York County, New York",5841,54308.7,795,1050,711,2068,35441,522,0,0.136107,0.179764,0.315871,0.343810445,0,31.153101,83,37.5,79.699612,31.153101,62.742248,0.001165,82.315891,407.46124,Manhattan,61002900,1002900,3012226.077,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1002900
1277,18,5,Staten Island,1800,E,SI14,Grasmere-Arrochar-Ft. Wadsworth,3902,14931.83518,9854411.314,0.353478,211.668126,376.770772,1964,1964,1963,"Census Tract 18, Richmond County, New York",712,1766.4,70,133,0,222,59773,7,0,0.098315,0.186798,0.285112,0,0,1.501938,1,22.238372,41.666667,1.501938,1.550388,0.000026,1.356589,70.494186,Staten Island,85001800,5001800,9854411.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001800
1278,20.01,5,Staten Island,2001,I,SI37,Stapleton-Rosebank,3903,11053.7027,5335494.16,0.191382,0,0,1965,1965,1964,"Census Tract 20.01, Richmond County, New York",2504,13195.6,434,293,71,1067,81576,206,0,0.173323,0.117013,0.290335,0.066541706,0,27.034884,7,24.418605,18.70155,27.034884,9.641473,0.000245,13.614341,127.422481,Staten Island,85002001,5002001,5335494.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002001
1279,181,3,Brooklyn,18100,I,BK68,Fort Greene,4004,5495.107397,1823380.083,0.065405,0,0,471,471,470,"Census Tract 181, Kings County, New York",3530,54148.9,300,493,127,1901,82255,417,0,0.084986,0.13966,0.224646,0.066806944,0,46.608527,7,8.527132,17.732558,46.608527,62.5,0.00121,83.817829,272.819767,Brooklyn,47018100,3018100,1823380.083,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3018100
1280,78,1,Manhattan,7800,I,MN20,Murray Hill-Kips Bay,3808,5546.867328,1912109.706,0.068588,378.58255,7640.000348,1137,1137,1136,"Census Tract 78, New York County, New York",7640,111496.5,551,716,509,4424,126316,255,0,0.07212,0.093717,0.165838,0.11505425,0,5.959302,24,3.391473,3.439922,5.959302,93.556202,0.002226,97.577519,233.527132,Manhattan,61007800,1007800,1912109.706,0,0,0,0,1,1,0,0,0,0,1,1,2,2,1007800
1281,846.01,4,Queens,84601,I,QN55,South Ozone Park,4113,10337.87748,3581021.058,0.128452,0,0,1822,1822,1821,"Census Tract 846.01, Queens County, New York",2717,21144.2,510,460,119,835,61382,876,0,0.187707,0.169304,0.357011,0.14251497,0,97.916667,35,64.244186,39.001938,97.916667,19.428295,0.000275,16.472868,369.767442,Queens,81084601,4084601,3581021.058,0,1,0,1,0,0,0,1,0,1,0,0,2,2,4084601
1282,71,1,Manhattan,7100,I,MN23,West Village,3810,6601.034466,1775750.863,0.063697,314.808539,5986.999525,1130,1130,1129,"Census Tract 71, New York County, New York",5987,93979,473,602,191,3413,128813,374,0,0.079005,0.100551,0.179556,0.055962496,0,17.684109,5,3.875969,3.246124,17.684109,87.5,0.001678,92.926357,227.664729,Manhattan,61007100,1007100,1775750.863,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1007100
1283,1291.02,4,Queens,129102,I,QN42,Oakland Gardens,4104,16067.61685,10935400.69,0.392255,0,0,1927,1927,1926,"Census Tract 1291.02, Queens County, New York",3367,8673.8,678,663,102,1175,97031,157,0,0.201366,0.196911,0.398277,0.086808511,0,10.755814,13,83.963178,9.883721,10.755814,4.844961,0.000115,3.77907,137.209302,Queens,81129102,4129102,10935400.69,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4129102
1284,749,4,Queens,74900,I,QN17,Forest Hills,4108,7949.790917,3856288.094,0.138326,13.320785,213.382634,1793,1793,1792,"Census Tract 749, Queens County, New York",1628,11766.3,429,320,16,518,109688,68,0,0.263514,0.19656,0.460074,0.030888031,0,8.624031,2,96.075581,5.813953,8.624031,8.042636,0.000214,10.513566,139.195736,Queens,81074900,4074900,3856288.094,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4074900
1285,769.01,4,Queens,76901,I,QN17,Forest Hills,4108,7581.995089,1931642.732,0.069288,85.408659,3023.207044,1796,1796,1795,"Census Tract 769.01, Queens County, New York",3882,55458.1,489,805,259,2025,81297,229,0,0.125966,0.207367,0.333333,0.127901235,0,16.036822,29,49.660853,18.846899,16.036822,64.680233,0.000929,71.511628,266.18217,Queens,81076901,4076901,1931642.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076901
1286,3,5,Staten Island,300,E,SI22,West New Brighton-New Brighton-St. George,3903,16907.24631,4119509.744,0.147768,0,0,1957,1957,1956,"Census Tract 3, Richmond County, New York",1639,7267.2,190,237,108,854,57500,188,0,0.115924,0.1446,0.260525,0.1264637,0,45.251938,28,14.97093,45.106589,45.251938,3.875969,0.000239,13.032946,195.930233,Staten Island,85000300,5000300,4119509.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000300
1287,426,2,Bronx,42600,I,BX62,Woodlawn-Wakefield,3702,11165.01498,5473783.66,0.196346,58.198854,4189.170268,314,314,313,"Census Tract 426, Bronx County, New York",7198,36728.9,1185,1304,288,2048,61250,1096,0,0.164629,0.181161,0.34579,0.140625,0,65.697674,34,57.848837,39.195736,65.697674,41.036822,0.000464,34.98062,338.517442,Bronx,5042600,2042600,5473783.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042600
1288,1034,3,Brooklyn,103400,E,BK50,Canarsie,4009,12039.1572,6209916.244,0.222751,34.762305,1285.167557,1005,1005,1004,"Census Tract 1034, Kings County, New York",3697,14409.8,655,819,863,1601,17092,290,0,0.177171,0.221531,0.398702,0.539038101,0,25.145349,97,84.156977,98.74031,25.145349,10.707364,0.000254,14.97093,356.29845,Brooklyn,47103400,3103400,6209916.244,1,0,0,0,0,0,1,0,1,0,0,0,1,2,3103400
1289,696.02,3,Brooklyn,69602,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,17870.25834,7849151.447,0.281552,24.304492,1540.66789,872,872,871,"Census Tract 696.02, Kings County, New York",6339,23857.5,900,1058,140,2070,93281,861,0,0.141978,0.166903,0.308882,0.06763285,0,56.637597,7,33.478682,10.949612,56.637597,23.74031,0.000367,25.726744,214.437985,Brooklyn,47069602,3069602,7849151.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069602
1290,93,2,Bronx,9300,E,BX27,Hunts Point,3710,34426.50602,25297302.36,0.90742,3.647183,115.055421,60,60,59,"Census Tract 93, Bronx County, New York",6265,7055.1,941,1062,573,1627,30483,1039,0,0.1502,0.169513,0.319713,0.35218193,0,72.286822,84,40.067829,85.513566,72.286822,3.77907,0.00008,2.374031,359.98062,Bronx,5009300,2009300,25297302.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2009300
1291,117,2,Bronx,11700,E,BX27,Hunts Point,3710,17843.75566,14905907.65,0.534677,0.086111,1.302009,65,65,64,"Census Tract 117, Bronx County, New York",1512,2859.8,239,307,254,583,24861,269,0,0.158069,0.203042,0.361111,0.43567753,0,77.325581,92,67.005814,91.569767,77.325581,1.937984,0.000049,1.889535,408.672481,Bronx,5011700,2011700,14905907.65,1,0,0,0,0,0,1,1,0,1,0,0,1,3,2011700
1292,1180,3,Brooklyn,118000,I,BK99,park-cemetery-etc-Brooklyn,4008,15869.68641,8097141.267,0,0,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
1293,334.02,4,Queens,33402,E,QN02,Springfield Gardens North,4112,12442.87961,8160746.679,0.292728,46.328743,5965.776114,1558,1558,1557,"Census Tract 334.02, Queens County, New York",12877,44012.9,1625,2580,1284,6010,40736,1420,0,0.126194,0.200357,0.326551,0.213643927,0,42.781008,59,44.767442,71.414729,42.781008,50.581395,0.000474,35.804264,347.044574,Queens,81033402,4033402,8160746.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4033402
1294,208.04,5,Staten Island,20804,I,SI32,Rossville-Woodrow,3901,16137.21052,14324565.29,0.513825,0,0,2038,2038,2037,"Census Tract 208.04, Richmond County, New York",5583,10867,803,964,204,1840,90455,260,0,0.143829,0.172667,0.316497,0.110869565,0,10.658915,22,37.936047,13.032946,10.658915,6.976744,0.000161,6.395349,107.848837,Staten Island,85020804,5020804,14324565.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020804
1295,945,4,Queens,94500,I,QN49,Whitestone,4103,26726.47779,16426084.67,0.589207,24.412305,961.604538,1853,1853,1852,"Census Tract 945, Queens County, New York",3939,6661.5,713,700,178,1306,72159,510,0,0.18101,0.17771,0.35872,0.136294028,0,53.052326,33,65.116279,26.25969,53.052326,3.439922,0.000099,2.906977,236.482558,Queens,81094500,4094500,16426084.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4094500
1296,319,2,Bronx,31900,E,BX22,North Riverdale-Fieldston-Riverdale,3701,7143.913371,2381881.897,0.085441,0,0,226,226,225,"Census Tract 319, Bronx County, New York",647,7864.3,0,51,0,0,NA,48,0,0,0.078825,0.078825,NA,0,23.352713,100,0.726744,0.387597,23.352713,4.312016,0.000109,3.439922,155.184109,Bronx,5031900,2031900,2381881.897,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2031900
1297,545,3,Brooklyn,54500,E,BK72,Williamsburg,4001,5308.784438,1802063.244,0.06464,13.676269,952.692685,787,787,786,"Census Tract 545, Kings County, New York",6966,107545.6,1679,1789,1421,2373,15588,429,0,0.241028,0.256819,0.497847,0.598820059,0,17.296512,99,97.965116,99.321705,17.296512,92.151163,0.001266,85.610465,508.527132,Brooklyn,47054500,3054500,1802063.244,1,0,1,0,1,0,1,0,1,0,1,1,3,4,3054500
1298,59,3,Brooklyn,5900,E,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,10119.27219,3852486.962,0.13819,0,0,379,379,378,"Census Tract 59, Kings County, New York",1280,9277.2,124,149,67,625,57135,320,0,0.096875,0.116406,0.213281,0.1072,0,93.653101,20,7.122093,45.736434,93.653101,5.281008,0.000214,10.465116,276.405039,Brooklyn,47005900,3005900,3852486.962,0,1,0,1,0,0,0,1,0,1,0,0,2,2,3005900
1299,33,3,Brooklyn,3300,I,BK68,Fort Greene,4004,6435.564794,1773329.145,0.06361,97.756912,1965.901649,356,356,355,"Census Tract 33, Kings County, New York",3008,47309.2,165,197,138,1581,98472,397,0,0.054854,0.065492,0.120346,0.087286528,0,54.312016,13,1.598837,9.447674,54.312016,54.505814,0.000948,72.625969,260.125969,Brooklyn,47003300,3003300,1773329.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003300
1300,213.03,1,Manhattan,21303,E,MN06,Manhattanville,3802,7253.730588,1650328.223,0.059198,193.838227,5189.148961,1279,1279,1278,"Census Tract 213.03, New York County, New York",5686,96069.4,598,740,708,2173,36921,1230,0,0.105171,0.130144,0.235315,0.325816843,0,88.517442,81,9.835271,77.761628,88.517442,88.420543,0.001487,90.261628,524.224806,Manhattan,61021303,1021303,1650328.223,0,0,0,0,0,1,1,1,0,1,1,1,1,5,1021303
